Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-1.0587474232109046,-1.0605675334001186,-0.792512104014403,-1.4353764750625848,0.4208305240941153,0.5997723516788165,-1.0585175359763392,-1.1241704039568439,0.8071077129285191,0.8060018478291361,0.3751953846758848,-0.4926380042174159,1.7036755258021958,0.18670028024610075,-0.5149370037782932,0.551736273398667,3
-1.2294383668839852,-1.3227781064041892,-1.3537506806712183,-1.0221883329602999,-1.3008296236170704,-1.6797822002767875,-1.2204207174242852,-1.3505511792387908,-0.5192755514243017,-0.622038896466992,0.9922008875395119,1.4233503959075262,1.0773205649984898,2.0678551528630122,1.4483567691374182,0.05336608619392961,3
1.5537090006312337,1.515832018389925,1.1249900766477363,1.5132413197685093,0.29623967872015655,0.5024254355139358,1.5492245023486395,1.4459764306805805,-0.8939257537121957,-0.7710549808258748,-1.319867870373898,-0.40332139358166175,-1.30259180652892,-0.9495976051720828,-0.4295410446399665,-0.6504678640447242,0
-0.14811309347535132,0.1965143692451837,0.571541029023309,-0.9983738399207324,2.2458639481456735,1.646867618078688,-0.14598177242079124,-0.08121674941550265,-2.600124621881507,-0.5293528483600891,-1.7829208002676817,-2.1030094244000836,1.0406965296949506,-1.2507490425129133,-1.9518486101042354,0.18101535594297877,4
2.5803320925414086,2.8182041143042205,2.7606055602727144,2.4553787268202565,0.019018295902366245,0.2614277935620521,2.588133539749261,2.666742789780008,-1.1214510009602947,-0.15679504485444387,-0.39589844412288766,-0.12789622633924305,-2.5293226570108063,-1.3579619441313535,-0.16243404104771358,-0.22137547306566796,1
-0.5623075721306752,-0.48487726806622383,-0.5239346797986807,-0.48693477715014954,-0.2764255505216032,-0.039920246929314444,-0.5641364613881765,-0.52698103959947,-0.8098703831173474,0.36410380703693856,-0.053489731588123604,0.1971484469406562,0.37547185618142975,0.2604885918026353,0.16012229207157325,0.7777963166409619,6
-0.8532399784533118,-0.8914442399259126,-0.8392699142620019,-0.7668662123608444,-0.5556007929315284,-0.3782323043729509,-0.8544509859152659,-0.8670849509293347,1.1912947244533754,0.6889830502429263,0.8149678441714429,0.5009347101335503,0.719660124479969,0.7398214454685628,0.4687555528506019,0.6275128522811138,3
-0.5640563461577511,-0.6227316706405985,-0.6561520289965892,-0.2642517275356997,-0.7535147767079287,-0.6578972067294954,-0.5706790530695239,-0.5289522512663126,-0.4600429594982392,0.22064989202495144,0.9716416410096995,0.7314252862713907,0.1314114446788119,0.6535265954553718,0.7075474179199301,0.6060748282219521,3
-0.31933396867178826,-0.3854966711898171,-0.5931171931061093,0.2823762031050574,-1.1537402328951307,-1.3603115588778047,-0.3243452837337142,-0.26066098136695076,0.05346333397358285,0.4883712101333361,0.9019347670864764,1.243657504208027,-0.40811421251335056,0.8468198984184797,1.2525126566036278,0.9018028281565248,5
-0.5799542918584416,-0.7160331206560792,-0.9450843889497328,0.23951813863697655,-1.6913654254646504,-2.1643212210389353,-0.5869836069420881,-0.5469102185428543,0.6099074939937402,1.120189485402319,1.6104720554903278,2.0195704629885647,-0.3705818524788472,1.746492388816349,2.1155362677323546,0.9523418107564398,5
2.5803320925414086,2.8182041143042205,2.997752693085123,2.4553787268202565,0.4159433114145406,0.5960697293147893,2.588133539749261,2.666742789780008,1.4104225828374055,1.4728119629048175,-0.19589566893393248,-0.49580923563376317,-2.5293226570108063,-1.7075970949781352,-0.5179580179548767,0.18736030600562495,1
-1.4226514002997108,-1.543966794086563,-1.3820245954896595,-1.6627513980483049,-0.5967794065235679,-0.4334133845567427,-1.4144137533093157,-1.6237952092318715,-0.5886534484040156,-0.18260942305644995,0.8816285554239328,0.5518155890824367,2.0996440680669224,1.5433857780143796,0.5211258143124508,0.7944992713167321,3
-0.577145654784653,-0.5836428112403516,-0.576398310087424,-0.43898950203442894,-0.4262664586938077,-0.2141518202737522,-0.5734310956021541,-0.5437326653026022,0.11307440301894117,-0.3940872540506802,0.5693432616722719,0.3582115906632776,0.3216371175826428,0.3868875946556203,0.3228921373134268,0.7239851916961931,3
-0.9077169390543446,-0.9587871287746379,-0.8508210059839292,-0.9083233762279823,-0.41303895391291434,-0.1981156998205418,-0.9063243913888059,-0.9337441333873531,0.9246152242462472,0.3458099241813856,0.9043865189089277,0.3435898762233772,0.9039877447874763,0.6702940197977283,0.3080350878421376,0.7212446276075286,3
-0.6829729799989163,-0.7978627208138586,-0.8320860802773121,-0.2880595025634175,-1.042996286061385,-1.1440882632260088,-0.6913015965280158,-0.6649805321738187,-0.2516852750420375,1.491647389886792,1.4686502644651793,1.0980024807161104,0.15121321947338176,1.0535633072689863,1.095545110766114,0.8887583017092548,5
0.03889974111710491,0.05303112698476819,0.06506447061739014,0.09572885563126858,0.11045755106540359,0.3449386635562214,0.04017053851278335,0.10792090975779307,0.9234048643877609,-0.5564658703959098,0.07160762289393588,-0.24273993030814814,-0.19240565960562564,-0.37568045509903963,-0.2745017619777518,-1.3965434269724641,6
-0.5622545789783395,-0.5349327546401559,-0.5634770813434542,-0.4239957116368032,-0.4190700915131704,-0.20541100836477233,-0.5633575814261114,-0.5269213187438618,1.0169322070064455,0.26279542964959846,0.31185179948363295,0.35439677808242503,0.30077950046024504,0.3725171547148695,0.3190143777846788,0.9088655005767553,3
0.2213551646086965,0.48873626798996156,0.8721657959897505,-0.624039876035355,2.2458639481456735,1.627335755035374,0.20939519160414166,0.2862303266904274,-2.7904776384571433,0.6763518332623292,-1.5198470642464774,-2.0587352958072986,0.5443324942261495,-1.340509899537442,-1.9149468457142336,0.48603629397824905,4
0.7289235776794094,0.8096954526635802,0.9000163239051202,0.2920064130928123,1.2552382013336851,1.1197473809184018,0.7177961055094775,0.7544950737759347,1.3130956701294494,0.16263456026001993,-0.9621287558695435,-1.1883273236260914,-0.41039337630703393,-1.1003614535014787,-1.159583134774325,0.5620081441725705,4
0.44207164408661664,0.7063883968842264,0.2987828714180356,0.645857165322403,-0.08043834325172608,0.16564001652596846,0.48823421802347095,0.49454430478051603,-1.3584337413327574,-2.2614719382029698,-1.64464518389457,-0.07632811325818951,-0.6554503874367781,-0.45281131964344107,-0.11179021331203998,-2.4149364955504646,0
1.3158227397965678,1.4494721171546634,0.9223792889369362,1.3486102602841634,0.16800780570213122,0.3954035440406223,1.3162355430295465,1.2540813108303617,-0.11866940676664735,-1.0396103898123985,-1.8062125417750627,-0.25114534963704743,-1.2202040408019161,-0.8207960009987187,-0.28266510976597553,0.8107398293599924,0
2.5240136198967122,2.0044317777911815,1.8112144710719527,2.209674578924861,0.5697531184520609,0.7083467774535658,2.5238629615461834,2.1775431574613133,-1.0619854568923401,-1.2908599179665403,-0.5595986918372488,-0.7018810484073778,-1.6672335468833572,-1.2588603210741922,-0.7126494790351523,-2.4149364955504646,2
-0.9700368862010514,-0.9842130095028118,-0.8683077503997991,-1.06520973323117,-0.25508154156904833,-0.016366487871351844,-0.9683232363691932,-1.011284221773066,0.6108333724051792,0.3867646622073903,0.5548042757006302,0.17670970141429687,1.1194322316279193,0.60298021392435,0.13960625463159254,0.8781419389329684,3
-1.2856111083597583,-1.3539371662857569,-1.1643847453435479,-1.5600536011646038,-0.23562013309210142,0.004850017941814413,-1.2817445331042157,-1.4279789265335308,-0.9711552156374827,0.5390628073915942,0.658924087430835,0.15398269215630192,1.9133625497605737,0.9626462002124544,0.11683013468108908,0.7787438365511067,3
